Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000068079.7	IFI35	26.9287	24.6641	101.5957	92.9856	102.8941	302.6993	-0.5479	0.2585	-2.1192	0.0341	0.0725	NC
ENSG00000108828.16	VAT1	72.2179	84.5625	735.35	777.9644	611.6002	1511.5305	-1.8563	0.213	-8.7131	0	0	NC
ENSG00000012048.22	BRCA1	26.9287	9.8656	34.1192	21.2118	23.955	139.411	0.8058	0.4227	1.9061	0.0566	0.1105	NC
ENSG00000198496.12	NBR2	6.5282	4.9328	14.3589	14.9579	16.469	51.2769	-0.1294	0.3071	-0.4214	0.6735	0.8037	NC
ENSG00000188554.14	NBR1	186.0528	93.0187	251.0261	256.4258	297.7902	1137.4623	0.3561	0.229	1.5551	0.1199	0.206	NC
ENSG00000184988.8	TMEM106A	13.0563	5.6375	33.425	32.1946	34.2294	94.1075	-0.5943	0.264	-2.2508	0.0244	0.0556	NC
ENSG00000067596.12	DHX8	47.3292	19.0266	99.8517	103.2488	103.7549	322.7659	-0.3787	0.2861	-1.3238	0.1856	0.2968	NC
ENSG00000108861.9	DUSP3	188.5009	104.2937	304.2454	285.4678	296.6673	1162.2966	0.2036	0.1812	1.1238	0.2611	0.3942	NC
ENSG00000091947.10	TMEM101	3.2641	8.4562	31.6471	27.003	35.3523	85.5879	-0.9289	0.528	-1.7591	0.0786	0.1453	NC
ENSG00000161654.9	LSM12	36.7209	36.6437	9.804	9.4408	8.5714	205.9193	3.2973	0.1591	20.723	0	0	Up
ENSG00000141349.8	G6PC3	2.4481	7.0469	83.5456	60.14	74.9528	142.3544	-2.5089	0.4836	-5.1884	0	0	NC
ENSG00000108840.15	HDAC5	15.5044	11.6273	56.1655	52.6696	63.4058	149.2082	-0.8827	0.3277	-2.6938	0.0071	0.0194	NC
ENSG00000168591.16	TMUB2	13.8724	13.7414	95.5677	85.0526	91.347	201.0634	-1.549	0.3925	-3.9466	1e-4	4e-4	NC
ENSG00000087152.15	ATXN7L3	15.0964	2.1141	96.8885	90.1071	97.3919	190.7888	-2.2183	0.6212	-3.5711	4e-4	0.0014	NC
ENSG00000108312.15	UBTF	8.1602	16.5602	114.7863	102.3921	122.4885	247.0385	-1.7878	0.3934	-4.5446	0	0	NC
ENSG00000013306.16	SLC25A39	15.5044	26.0734	100.3427	89.0791	108.5459	263.6478	-0.924	0.3563	-2.5936	0.0095	0.0251	NC
ENSG00000030582.18	GRN	130.1554	208.2351	2821.7879	2405.8726	2933.1358	5113.5569	-2.7119	0.3763	-7.2075	0	0	Down
ENSG00000186566.13	GPATCH8	24.8886	35.5867	92.1643	103.4716	96.4562	305.9633	-0.3795	0.2787	-1.3618	0.1733	0.2799	NC
ENSG00000180329.14	CCDC43	3.2641	8.8086	23.4686	23.4563	20.3056	70.3628	-0.4584	0.4928	-0.9301	0.3523	0.5025	NC
ENSG00000108883.13	EFTUD2	23.2566	13.0367	215.8063	209.479	217.8966	424.04	-2.2892	0.1677	-13.6495	0	0	Down
ENSG00000172992.12	DCAKD	29.3768	19.7312	15.2055	14.9408	18.7897	154.262	1.8962	0.2648	7.1597	0	0	NC
ENSG00000136448.12	NMT1	34.2729	22.1977	213.6389	186.5538	199.0321	457.2561	-1.5306	0.1809	-8.4609	0	0	NC
ENSG00000186834.3	HEXIM1	15.5044	7.7516	78.3303	78.1134	75.4394	177.9304	-1.4646	0.2036	-7.1922	0	0	NC
ENSG00000184922.14	FMNL1	39.985	11.9797	286.7371	273.4569	306.2118	575.188	-2.2675	0.3894	-5.8229	0	0	NC
ENSG00000159314.11	ARHGAP27	3.2641	4.9328	24.9418	22.7709	25.3211	59.3957	-1.2422	0.3427	-3.6253	3e-4	0.0011	NC
ENSG00000225190.11	PLEKHM1	18.7685	4.5805	10.4474	10.4345	10.237	74.8474	1.4274	0.5256	2.7156	0.0066	0.0184	NC
ENSG00000120071.14	KANSL1	21.2165	2.8187	16.1029	14.3068	17.2925	81.5728	0.7808	0.9053	0.8625	0.3884	0.5422	NC
ENSG00000073969.18	NSF	31.0088	12.6844	17.6099	18.7959	16.9369	132.3304	1.5226	0.3244	4.6944	0	0	NC
ENSG00000108433.16	GOSR2	38.353	23.9594	55.5729	50.802	54.4601	228.5366	0.4534	0.1899	2.388	0.0169	0.0413	NC
ENSG00000004897.12	CDC27	67.7298	35.5867	96.1434	99.3252	91.0663	391.7031	0.3189	0.2469	1.2916	0.1965	0.3115	NC
ENSG00000178852.16	EFCAB13	8.1602	1.4094	4.4702	5.2258	4.3793	32.8359	1.3204	0.5704	2.3151	0.0206	0.0481	NC
ENSG00000141279.16	NPEPPS	43.2491	25.7211	101.1724	102.7348	105.2521	336.6477	-0.2993	0.1342	-2.2301	0.0257	0.0581	NC
ENSG00000108424.10	KPNB1	77.114	82.0961	348.1517	327.0175	341.8074	940.4062	-0.7786	0.1528	-5.0965	0	0	NC
ENSG00000159111.13	MRPL10	29.3768	11.275	39.1144	51.1789	39.507	162.6194	0.1064	0.4189	0.254	0.7995	0.8847	NC
ENSG00000141294.10	LRRC46	12.2403	5.6375	4.8597	4.1978	1.31	52.1114	2.6814	0.6014	4.4587	0	0	NC
ENSG00000167182.15	SP2	6.1202	5.6375	34.1192	26.9516	29.1951	76.2793	-1.0594	0.3177	-3.3348	9e-4	0.003	NC
ENSG00000234494.7	SP2-AS1	1.632	7.3992000000000004	3.5559	2.3473	3.9301	34.0743	2.03	0.9086	2.2342	0.0255	0.0576	NC
ENSG00000108439.10	PNPO	5.3041	15.1508	46.8018	37.5746	36.1757	115.7174	-0.6516	0.7874	-0.8275	0.4079	0.5642	NC
ENSG00000082641.16	NFE2L1	27.3367	18.3219	247.4872	251.6797	228.4518	490.1892	-2.1297	0.1615	-13.1836	0	0	Down
ENSG00000108468.15	CBX1	65.2817	24.6641	47.7331	46.7413	49.1077	297.406	1.1604	0.3144	3.6906	2e-4	9e-4	NC
ENSG00000002919.14	SNX11	17.5445	7.7516	55.9623	44.7023	49.7814	132.972	-0.8351	0.379	-2.2032	0.0276	0.0616	NC
ENSG00000141293.16	SKAP1	3.2641	5.6375	7.2472	14.6837	7.6544	42.1122	0.2938	0.5551	0.5292	0.5966	0.7497	NC
ENSG00000173917.10	HOXB2	13.0563	5.6375	3.1156	10.7772	2.2083	60.1428	2.1984	0.7471	2.9427	0.0033	0.0098	NC
ENSG00000136436.14	CALCOCO2	75.89	55.6703	166.9557	148.6536	168.5644	576.3123	-0.0234	0.1314	-0.1783	0.8585	0.9206	NC
ENSG00000159199.14	ATP5MC1	14.2804	31.7109	44.973	42.5263	48.1907	203.9019	0.4818	0.5121	0.9407	0.3468	0.4961	NC
ENSG00000159202.18	UBE2Z	27.7447	27.1305	146.2809	152.7144	168.7702	375.3838	-1.2351	0.2007	-6.1541	0	0	NC
ENSG00000159210.10	SNF8	24.0726	10.218	46.0229	44.3768	47.1801	157.2113	-0.1578	0.2185	-0.7222	0.4701	0.6317	NC
ENSG00000167083.7	GNGT2	25.7047	27.8352	8.5679	16.2087	10.1621	167.9452	2.6004	0.3527	7.3721	0	0	Up
ENSG00000108798.9	ABI3	44.0651	14.0937	26.1609	50.5107	22.6075	179.64940000000001	0.92490000000000006	0.5123	1.8054	0.071	0.1335	NC
ENSG00000198740.8	ZNF652	15.9124	28.1875	17.6607	21.9656	19.3885	153.1723	1.5617	0.3852	4.0546	1e-4	2e-4	NC
ENSG00000167085.11	PHB	3.6721	12.6844	76.1799	76.0231	77.6665	169.7681	-1.7078	0.7132	-2.3946	0.0166	0.0407	NC
ENSG00000121067.19	SPOP	37.537	47.5664	86.5257	88.2053	86.7432	359.6484	0.2963	0.2226	1.3312	0.1831	0.2935	NC
ENSG00000121073.15	SLC35B1	31.8248	7.0469	48.3257	51.4702	43.1002	174.1856	-0.0017	0.5368	-0.0031	0.9975	0.9988	NC
ENSG00000136504.12	KAT7	26.9287	26.4258	55.5559	53.869	54.1607	225.9668	0.281	0.1501	1.8717	0.0613	0.1179	NC
ENSG00000005884.18	ITGA3	6.5282	8.4562	27.4986	11.3255	10.237	59.4249	0.0646	0.6394	0.101	0.9195	0.9559	NC
ENSG00000005882.12	PDK2	3.2641	6.3422	11.9544	10.2803	11.7155	42.011	0.0962	0.3742	0.2571	0.7971	0.8831	NC
ENSG00000108819.11	PPP1R9B	26.1127	8.4562	157.3379	136.9855	157.2232	314.3574	-1.9437	0.3844	-5.0561	0	0	NC
ENSG00000108826.16	MRPL27	18.7685	24.6641	40.215	34.3192	37.3361	163.1538	0.4596	0.4416	1.0407	0.298	0.4387	NC
ENSG00000108829.10	LRRC59	55.8974	28.5398	136.206	126.8422	119.8871	407.5923	-0.3381	0.1808	-1.8697	0.0615	0.1184	NC
ENSG00000136444.10	RSAD1	20.4005	11.275	47.5299	45.5419	44.4851	154.6082	-0.2503	0.1905	-1.3135	0.189	0.3013	NC
ENSG00000006282.21	SPATA20	4.8961	4.2281	140.9302	114.7285	87.6789	202.9737	-3.3359	0.3889	-8.5775	0	0	Down
ENSG00000108846.16	ABCC3	14.2804	11.275	229.3355	287.1812	331.3458	503.1287	-3.1969	0.2692	-11.8744	0	0	Down
ENSG00000154945.7	ANKRD40	26.9287	13.3891	81.3105	72.7505	73.8487	222.2372	-0.6369	0.196	-3.2498	0.0012	0.0039	NC
ENSG00000108848.16	LUC7L3	63.6496	33.825	152.055	151.3094	152.2076	480.4026	-0.3713	0.1456	-2.5501	0.0108	0.0281	NC
ENSG00000141232.5	TOB1	47.3292	23.9594	29.8691	45.816	30.2806	224.7551	1.2308	0.2962	4.1554	0	2e-4	NC
ENSG00000008294.21	SPAG9	112.6109	60.9555	168.1071	188.9697	169.0697	686.1155	0.1999	0.1996	1.0017	0.3165	0.4609	NC
ENSG00000239672.7	NME1	12.6483	4.2281	13.6985	9.8006	8.1035	59.8516	0.9557	0.4519	2.1149	0.0344	0.0731	NC
ENSG00000011258.16	MBTD1	17.1364	20.7883	41.7897	42.3721	47.2736	168.5047	0.1211	0.3261	0.3715	0.7103	0.8282	NC
ENSG00000264895.1	AC006141.1	5.7121	9.1609	0	0.0685	0	39.985	9.6892	0.9879	9.808	0	0	Up
ENSG00000011260.14	UTP18	25.2967	19.0266	90.9282	85.6695	85.6577	245.5688	-0.6945	0.1578	-4.4005	0	1e-4	NC
ENSG00000262902.1	MTCO1P40	6.1202	2.1141	0.4402	0.2227	0.2059	26.244	5.3426	0.9594	5.5685	0	0	NC
ENSG00000141198.16	TOM1L1	17.9525	3.5234	3.4881	4.1293	2.0025	52.2964	2.8635	0.6369	4.496	0	0	NC
ENSG00000166260.11	COX11	5.3041	9.8656	35.5416	38.6883	35.5207	96.9126	-0.926	0.3476	-2.6643	0.0077	0.021	NC
ENSG00000166263.13	STXBP4	12.2403	2.1141	7.535	7.3162	6.4005	47.3762	1.2793	0.5774	2.2155	0.0267	0.06	NC
ENSG00000108924.14	HLF	8.9762	9.8656	1.4901	2.0047	2.7885	49.8389	3.4548	0.3962	8.7188	0	0	Up
ENSG00000108960.9	MMD	7.3442	31.0062	150.1246	99.5479	121.403	291.5696	-1.3801	0.7038	-1.9611	0.0499	0.0993	NC
ENSG00000141179.14	PCTP	0	13.3891	54.2691	40.2646	43.6617	104.0138	-1.5597	1.4617	-1.067	0.286	0.4241	NC
ENSG00000153933.10	DGKE	25.2967	4.2281	8.297	10.743	5.2027	78.7321	1.9966	0.7027	2.8413	0.0045	0.013	NC
ENSG00000121060.18	TRIM25	95.8825	46.5094	252.076	190.546	169.6685	682.1217	-0.2298	0.2792	-0.8233	0.4104	0.5668	NC
ENSG00000121058.5	COIL	10.6083	7.7516	18.6936	20.0467	21.8402	74.221	0.1314	0.2728	0.4817	0.63	0.7733	NC
ENSG00000121064.12	SCPEP1	18.7685	59.8984	519.6284	562.6599	571.4756	1064.943	-2.484	0.5783	-4.2957	0	1e-4	NC
ENSG00000121057.13	AKAP1	9.7923	2.8187	61.313	65.3658	60.7483	126.615	-2.0691	0.2811	-7.3597	0	0	Down
ENSG00000153944.11	MSI2	26.9287	26.7781	26.9229	29.9329	25.6767	176.6675	1.2593	0.1927	6.5344	0	0	NC
ENSG00000181610.13	MRPS23	24.4806	14.798400000000001	49.4433	46.3129	45.0278	168.207	0.014	0.1761	0.0792	0.9369	0.9651	NC
ENSG00000136451.9	VEZF1	80.7861	40.1672	81.0734	85.224	86.9303	436.6861	0.794	0.251	3.1629	0.0016	0.0052	NC
ENSG00000136450.13	SRSF1	9.7923	12.332	98.4293	91.0838	100.0494	210.598	-1.7927	0.2417	-7.4161	0	0	NC
ENSG00000264364.3	DYNLL2	15.5044	20.0836	126.4698	110.4279	98.1218	258.4802	-1.3989	0.325	-4.304	0	1e-4	NC
ENSG00000005379.17	TSPOAP1	34.2729	2.1141	6.6715	10.3317	9.0393	104.8622	2.3343	0.9648	2.4195	0.0155	0.0384	NC
ENSG00000108389.9	MTMR4	21.2165	46.5094	110.9426	112.7239	77.4793	336.6681	-0.2123	0.4933	-0.4304	0.6669	0.7991	NC
ENSG00000108387.15	SEPTIN4	1.632	14.798400000000001	57.0629	31.5264	51.971	120.6917	-1.0515	0.8922	-1.1786	0.2386	0.3661	NC
ENSG00000121101.15	TEX14	0	14.0937	17.2374	10.0919	10.3306	65.9613	0.8146	1.5393	0.5292	0.5967	0.7497	NC
ENSG00000108395.14	TRIM37	20.4005	4.2281	28.4129	27.9282	19.7816	94.1791	0.0868	0.5411	0.1605	0.8725	0.9283	NC
ENSG00000182628.13	SKA2	10.6083	12.332	16.6617	17.0996	16.0947	83.2095	0.7754	0.21560000000000001	3.5969	3e-4	0.0013	NC
ENSG00000167447.12	SMG8	2.4481	9.1609	34.6441	35.4158	35.5207	85.8833	-1.2315	0.567	-2.172	0.0299	0.0659	NC
ENSG00000175155.10	YPEL2	26.1127	18.3219	49.7142	45.7475	63.724	190.8195	0.0022	0.2395	0.0093	0.9926	0.996	NC
ENSG00000108406.10	DHX40	16.3204	11.6273	42.6702	47.1182	50.3616	137.6516	-0.4803	0.2316	-2.0743	0.0381	0.0795	NC
ENSG00000141367.12	CLTC	275.4071	163.4875	704.6173	730.0751	633.6088	2233.0029	-0.319	0.1772	-1.8008	0.0717	0.1346	NC
ENSG00000141378.14	PTRH2	26.1127	7.0469	20.4715	21.2289	19.5944	113.1224	0.9319	0.4515	2.0638	0.039	0.0812	NC
ENSG00000062716.13	VMP1	495.3248	195.1984	228.6412	256.6314	238.1835	2048.5566	1.7377	0.327	5.3139	0	0	NC
ENSG00000108423.15	TUBD1	4.0801	4.2281	9.9225	10.88	12.3892	34.5498	-0.1664	0.4242	-0.3922	0.6949	0.8186	NC
ENSG00000108443.14	RPS6KB1	35.4969	13.3891	43.7878	49.2428	42.5762	184.7589	0.3086	0.3297	0.9361	0.3492	0.4989	NC
ENSG00000189050.16	RNFT1	6.5282	7.0469	78.4658	63.6524	84.591	154.8247	-2.1218	0.4894	-4.3351	0	1e-4	NC
ENSG00000068097.14	HEATR6	12.2403	18.6742	48.4781	45.9017	42.1458	152.0046	-0.223	0.2915	-0.7649	0.4444	0.6044	NC
ENSG00000261040.7	WFDC21P	15.0964	13.0367	7.8567	4.6776	1.0667	83.648	3.009	0.6809	4.4188	0	1e-4	NC
ENSG00000170832.13	USP32	50.1853	31.7109	127.6212	139.1101	128.4585	392.0232	-0.5108	0.2979	-1.7146	0.0864	0.1571	NC
ENSG00000062725.10	APPBP2	5.7121	17.9695	64.9874	63.5839	64.6971	171.9113	-0.9368	0.6912	-1.3553	0.1753	0.2827	NC
ENSG00000170836.11	PPM1D	27.7447	12.6844	30.665	32.4345	32.1333	149.069	0.6086	0.1923	3.1651	0.0016	0.0051	NC
ENSG00000141376.22	BCAS3	15.9124	8.8086	19.2693	20.5949	25.5832	101.9611	0.5062	0.3023	1.6742	0.0941	0.1683	NC
ENSG00000136492.8	BRIP1	7.3442	2.8187	9.2452	6.3395	4.398	31.7773	0.7504	0.5678	1.3215	0.1863	0.2978	NC
ENSG00000108506.12	INTS2	38.353	9.1609	37.438	39.9391	35.3336	169.3023	0.514	0.5072	1.0133	0.3109	0.4543	NC
ENSG00000108510.10	MED13	139.9476	98.6562	146.1624	166.9869	158.3461	846.278	0.8855	0.1096	8.0805	0	0	NC
ENSG00000279133.1	AC018628.1	7.3442	7.0469	0.3895	0.4969	0.4492	44.6848	5.4451	0.4691	11.6069	0	0	Up
ENSG00000087995.15	METTL2A	3.2641	6.3422	14.071	16.0202	14.2607	51.3101	-0.2446	0.3691	-0.6626	0.5076	0.671	NC
ENSG00000146872.17	TLK2	54.6734	43.6906	42.0606	38.7569	43.7927	291.4202	1.4358	0.2618	5.4842	0	0	NC
ENSG00000170921.15	TANC2	39.985	121.5586	303.1448	287.421	294.9268	906.5953	-0.4644	0.5669	-0.8192	0.4127	0.5694	NC
ENSG00000008283.16	CYB561	1.632	12.332	27.0245	23.7476	26.9119	85.6315	-0.2908	0.8664	-0.3356	0.7372	0.8449	NC
ENSG00000159640.16	ACE	24.4806	3.1711	181.7209	205.3326	159.4502	352.6231	-2.4743	0.681	-3.6334	3e-4	0.0011	NC
ENSG00000136485.15	DCAF7	45.6972	27.4828	311.9667	306.5425	253.6419	632.0569	-1.7322	0.1822	-9.5089	0	0	NC
ENSG00000136463.8	TACO1	5.7121	3.5234	14.6975	14.0498	14.2794	48.5315	-0.344	0.3209	-1.0719	0.2838	0.4215	NC
ENSG00000198909.7	MAP3K3	22.0326	4.2281	32.2228	39.6307	36.9992	119.6037	-0.2572	0.5451	-0.4718	0.637	0.7778	NC
ENSG00000266173.7	STRADA	10.6083	3.5234	9.0928	9.3894	7.6169	43.5089	0.8622	0.4242	2.0324	0.0421	0.0865	NC
ENSG00000136490.9	LIMD2	11.8323	3.5234	9.1098	8.5841	12.4641	47.645	0.6508	0.8946	0.7275	0.4669	0.628	NC
ENSG00000108588.14	CCDC47	11.8323	23.2547	162.0621	167.7408	154.4908	350.8022	-1.7914	0.4034	-4.4405	0	0	NC
ENSG00000198231.13	DDX42	34.2729	48.6234	184.1592	180.951	188.7576	508.9771	-0.8075	0.2802	-2.8822	0.0039	0.0116	NC
ENSG00000108592.17	FTSJ3	18.7685	16.2078	67.9676	64.4406	60.8232	199.2454	-0.5441	0.2096	-2.5957	0.0094	0.025	NC
ENSG00000087191.13	PSMC5	36.7209	38.0531	94.0607	95.0417	91.3283	336.4833	-0.016	0.1294	-0.1233	0.9019	0.9456	NC
ENSG00000108604.16	SMARCD2	7.3442	3.5234	97.5827	82.8766	87.4918	168.1547	-2.7629	0.3114	-8.8726	0	0	Down
ENSG00000178607.16	ERN1	19.5845	7.7516	44.6175	40.059	45.3834	130.4056	-0.4548	0.2934	-1.55	0.1211	0.2077	NC
ENSG00000136478.7	TEX2	54.6734	41.5766	252.076	192.3451	208.1275	592.9646	-0.8519	0.2315	-3.6791	2e-4	9e-4	NC
ENSG00000261371.6	PECAM1	186.4608	255.8015	1274.7726	1237.9408	1627.5714	3303.9055	-1.3243	0.287	-4.6152	0	0	NC
ENSG00000271605.6	MILR1	16.3204	15.1508	38.0137	38.5684	45.1214	137.4795	-0.0978	0.2375	-0.4116	0.6806	0.809	NC
ENSG00000256525.8	POLG2	9.3842	2.4664	22.622	23.4563	25.92	61.2972	-0.9069	0.5129	-1.7679	0.0771	0.1431	NC
ENSG00000108654.15	DDX5	284.7914	314.2906	1477.7947	1508.2794	1606.143	3950.1068	-1.0313	0.1786	-5.773	0	0	NC
ENSG00000258890.7	CEP95	17.5445	25.0164	31.3592	29.2476	28.8208	148.2612	0.7559	0.3752	2.0146	0.0439	0.0898	NC
ENSG00000108854.16	SMURF2	28.9687	9.8656	31.1899	40.5559	36.4377	149.7796	0.3315	0.3759	0.8819	0.3778	0.5307	NC
ENSG00000214176.9	PLEKHM1P1	7.3442	17.2648	47.9701	53.4749	47.0865	143.7255	-0.6381	0.4591	-1.3897	0.1646	0.2683	NC
ENSG00000214174.8	AMZ2P1	13.0563	30.3016	12.2931	27.4314	15.8327	150.464	1.6578	1.0482	1.5815	0.1138	0.1972	NC
ENSG00000120063.10	GNA13	240.3182	162.0781	190.1195	223.3917	183.7982	1307.2456	1.2778	0.1215	10.5179	0	0	NC
ENSG00000154240.17	CEP112	5.7121	6.3422	3.3696	2.0389	1.703	39.667	2.7751	0.5097	5.4442	0	0	NC
ENSG00000154229.12	PRKCA	22.8486	10.5703	19.608	19.6183	19.8751	118.0583	1.0625	0.3087	3.4417	6e-4	0.0021	NC
ENSG00000198265.12	HELZ	156.6761	58.8414	91.5886	104.8594	95.483	669.8554	1.359	0.3545	3.834	1e-4	5e-4	NC
ENSG00000197170.10	PSMD12	62.8336	39.1101	73.132	68.2786	65.7639	358.8011	0.8133	0.3317	2.4519	0.0142	0.0356	NC
ENSG00000154217.15	PITPNC1	8.9762	4.2281	41.976	33.1198	51.1102	98.497	-1.4101	0.3718	-3.7925	1e-4	6e-4	NC
ENSG00000130935.10	NOL11	10.6083	18.3219	52.7282	49.1057	51.9336	156.8208	-0.4806	0.3827	-1.2557	0.2092	0.3283	NC
ENSG00000171634.18	BPTF	210.5334	136.7093	139.7449	153.5025	136.3562	1103.1234	1.5624	0.126	12.4041	0	0	NC
ENSG00000186665.9	C17orf58	3.2641	8.4562	10.3289	9.9205	8.0099	41.5352	0.5389	0.6698	0.8045	0.4211	0.5789	NC
ENSG00000182481.9	KPNA2	17.9525	34.5297	61.076	55.1197	46.0572	236.2372	0.4138	0.5024	0.8235	0.4102	0.5667	NC
ENSG00000278730.1	AC005332.6	11.0163	7.0469	21.3859	21.5716	20.8483	77.0216	0.044	0.2307	0.1909	0.8486	0.9147	NC
ENSG00000196704.12	AMZ2	114.243	39.4625	66.359	62.0247	81.1849	484.6965	1.3691	0.3772	3.6301	3e-4	0.0011	NC
ENSG00000108932.12	SLC16A6	19.1765	3.5234	14.0371	29.8644	8.0848	80.9926	0.5956	0.7634	0.7802	0.4353	0.5948	NC
ENSG00000070540.13	WIPI1	53.4494	22.55	15.5441	26.5061	16.9931	226.3719	2.2503	0.3701	6.0795	0	0	NC
ENSG00000108946.14	PRKAR1A	68.1378	83.8578	318.6889	366.4254	360.7468	947.9773	-0.8517	0.2567	-3.3181	9e-4	0.0032	NC
ENSG00000108950.12	FAM20A	51.4093	0.7047	3.2849	6.3053	2.3019	122.4599	3.8244	1.4034	2.725	0.0064	0.0179	NC
ENSG00000154265.16	ABCA5	6.5282	2.8187	11.0739	11.3084	8.6275	40.0959	0.1252	0.3707	0.3378	0.7355	0.8442	NC
ENSG00000108984.15	MAP2K6	5.3041	3.5234	10.8199	12.4906	8.9644	34.4587	-0.0889	0.4637	-0.1918	0.8479	0.9145	NC
ENSG00000123700.4	KCNJ2	15.5044	2.1141	3.5559	16.0887	6.756	50.2575	1.0361	0.9987	1.0374	0.2996	0.4406	NC
ENSG00000133195.11	SLC39A11	14.6884	14.798400000000001	66.5283	66.8736	54.011	179.1455	-0.7157	0.3696	-1.9368	0.0528	0.1041	NC
ENSG00000166685.12	COG1	10.6083	2.1141	37.9121	37.3519	33.6867	86.5602	-1.3076	0.4348	-3.0078	0.0026	0.0081	NC
ENSG00000133193.12	FAM104A	6.5282	16.9125	31.8333	31.5778	28.2968	110.1491	-0.0221	0.4897	-0.0451	0.9641	0.981	NC
ENSG00000141219.15	C17orf80	17.9525	19.7312	28.3283	24.6899	20.6612	132.4624	0.9122	0.253	3.6048	3e-4	0.0012	NC
ENSG00000179604.10	CDC42EP4	13.0563	4.9328	35.6432	28.7678	29.4571	93.3891	-0.5453	0.3025	-1.8028	0.0714	0.1341	NC
ENSG00000172809.13	RPL38	285.1994	328.3843	152.6815	146.5119	176.1626	1896.6895	2.3178	0.2265	10.2317	0	0	Up
ENSG00000246731.3	AC100786.1	8.9762	0	0.5757	0.6168	0.524	22.7625	4.1934	1.3082	3.2056	0.0013	0.0045	NC
ENSG00000167851.15	CD300A	23.6646	11.9797	22.0293	58.992	21.0729	144.5055	0.3702	0.4997	0.7409	0.4588	0.6198	NC
ENSG00000178789.9	CD300LB	8.1602	2.1141	1.1514	2.81	2.3019	29.2483	2.5728	0.75	3.4303	6e-4	0.0022	NC
ENSG00000167850.4	CD300C	11.4243	2.8187	73.8262	79.9125	60.1868	150.6411	-1.9756	0.5359	-3.6862	2e-4	9e-4	NC
ENSG00000186407.7	CD300E	142.8037	32.4156	10.3628	9.9719	8.2907	446.5374	4.4421	0.5762	7.7096	0	0	Up
ENSG00000172794.20	RAB37	18.7685	5.9898	3.4881	4.0779	4.8097	58.2379	2.6392	0.7203	3.6641	2e-4	0.001	NC
ENSG00000186074.19	CD300LF	23.6646	29.5969	289.7341	253.5645	284.8769	581.4711	-1.9871	0.2539	-7.8277	0	0	NC
ENSG00000109062.12	SLC9A3R1	33.8649	23.2547	52.4234	57.2957	50.8856	238.4648	0.4146	0.195	2.1264	0.0335	0.0714	NC
ENSG00000109065.12	NAT9	5.7121	7.7516	62.6338	48.506	55.2836	119.7754	-1.7357	0.3184	-5.4519	0	0	NC
ENSG00000109066.13	TMEM104	2.4481	7.0469	120.7635	105.8361	90.9914	197.5987	-2.8873	0.631	-4.5756	0	0	NC
ENSG00000167862.10	MRPL58	15.0964	18.3219	18.1179	15.7289	17.7416	115.4069	1.2982	0.3236	4.011	1e-4	3e-4	NC
ENSG00000180901.11	KCTD2	25.7047	7.7516	50.3407	44.8737	51.0727	175.697	-0.0684	0.5776	-0.1184	0.9057	0.9481	NC
ENSG00000167863.12	ATP5PD	59.9776	33.1203	90.4033	91.752	96.9989	383.3447	0.2824	0.1528	1.8487	0.0645	0.1232	NC
ENSG00000170190.16	SLC16A5	6.5282	5.6375	36.5745	33.2912	32.5638	92.0477	-1.0683	0.4037	-2.6463	0.0081	0.022	NC
ENSG00000189159.16	JPT1	39.169	66.2406	141.5398	122.1989	183.4801	510.1182	-0.164	0.3756	-0.4365	0.6625	0.796	NC
ENSG00000188612.12	SUMO2	75.89	84.5625	94.8566	95.4358	105.589	576.3436	1.0333	0.2049	5.0442	0	0	NC
ENSG00000125450.11	NUP85	16.7284	6.6945	65.2245	66.411	76.0944	161.1493	-1.3518	0.3026	-4.468	0	0	NC
ENSG00000125447.17	GGA3	59.5695	16.2078	146.772	135.9917	150.4297	399.9346	-0.7734	0.4736	-1.6331	0.1024	0.1806	NC
ENSG00000125445.11	MRPS7	21.2165	13.7414	61.4316	63.2241	59.6815	194.2673	-0.4982	0.1995	-2.4978	0.0125	0.0319	NC
ENSG00000125457.14	MIF4GD	3.6721	5.6375	67.0701	77.1025	76.8805	139.5168	-2.655	0.3215	-8.2571	0	0	Down
ENSG00000177885.15	GRB2	99.5546	124.025	789.2635	789.6325	848.9789	1878.6713	-1.4638	0.2706	-5.4103	0	0	NC
ENSG00000264853.1	AC011933.2	8.1602	4.2281	0.0847	0.0343	0.0749	25.6944	7.6753	0.8254	9.299	0	0	Up
ENSG00000177728.17	TMEM94	18.7685	9.1609	167.5483	146.649	175.7883	325.4344	-2.2831	0.2689	-8.4904	0	0	Down
ENSG00000108469.15	RECQL5	1.632	7.7516	34.8135	29.9672	34.9218	74.6704	-1.5391	0.7544	-2.0403	0.0413	0.0853	NC
ENSG00000161526.15	SAP30BP	23.6646	7.7516	75.5534	66.7536	66.3627	185.4914	-0.9088	0.3344	-2.718	0.0066	0.0182	NC
ENSG00000132475.10	H3F3B	202.7812	134.9476	391.0251	406.4502	410.6592	1463.4557	0.0138	0.0905	0.153	0.8784	0.9323	NC
ENSG00000132478.10	UNK	8.9762	9.8656	30.3094	30.6525	28.0535	94.8809	-0.3439	0.2307	-1.4907	0.136	0.2289	NC
